match_id,source_file,ball_index,innings_index,batting_team,over,ball_in_over,ball_number,event_token,token_runs,token_type,bowler,batsman,result_raw,is_wicket,commentary
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,238,1,SL,38,3,38.3,•,0,dot,Yuvraj,Kapugedera,no run,false,plays out this shorter one towards midwicket
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,239,1,SL,38,4,38.4,•,0,dot,Yuvraj,Kapugedera,no run,false,"wants the single, he wants the single, but cannot get it this time as well, defends this one"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,240,1,SL,38,5,38.5,1,1,run,Yuvraj,Kapugedera,1 run,false,now he gets the single with a push down to long on
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,241,1,SL,38,6,38.6,1,1,run,Yuvraj,Mahela Jayawardene,1 run,false,"Mahela keeps on accumulating runs without any fuss at all, whips this one in front of square leg"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,242,1,SL,39,1,39.1,•,0,dot,Khan,Mahela Jayawardene,no run,false,"Zaheer digs one short and it takes off on this trampoline, not called a wide for height
Neal: ""First time ever I've seen taufel's decision reverse,He is great umpire though."""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,243,1,SL,39,2,39.2,•,0,dot,Khan,Mahela Jayawardene,no run,false,shuffles across the stumps and works a length ball towards midwicket
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,244,1,SL,39,3,39.3,•,0,dot,Khan,Mahela Jayawardene,no run,false,"tight stuff from Zaheer, Mahela taking no chance against him, plays out this back of a length ball to point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,245,1,SL,39,4,39.4,1,1,run,Khan,Mahela Jayawardene,1 run,false,"136.5 kph zipping across Mahela, who dabs it away down to third man with a twirl of those wrists"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,246,1,SL,39,5,39.5,W,0,wicket,Khan,Kapugedera,OUT,true,"the Zaheer slower ball, at 118.8 kph, consumes Kapu, he goes forward in a weak push that ends up in the air for a simple chance to Raina, at short extra cover, Zaheer just holds his arms aloft
Chamara Kapugedera c Raina b Khan 1 (5b 0x4 0x6 6m) SR: 20
no Thisara, are they saving him for the batting Powerplay, Kula comes ahead of him"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,247,1,SL,39,6,39.6,1,1,run,Khan,Kulasekara,1 run,false,"Kula survives, pacy length ball angled across the batsman, who gets a thick edge down to third man as he pushes at it in honest defence"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,248,1,SL,40,1,40.1,•,0,dot,Yuvraj,Kulasekara,no run,false,"blocked off the front foot, speared into the batsman"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,249,1,SL,40,2,40.2,1,1,run,Yuvraj,Kulasekara,1 run,false,brings Mahela on strike with a front foot drive to short extra cover
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,250,1,SL,40,3,40.3,•,0,dot,Yuvraj,Mahela Jayawardene,no run,false,slows it down and Mahela almost ends up spooning it to short extra cover
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,251,1,SL,40,4,40.4,1,1,run,Yuvraj,Mahela Jayawardene,1 run,false,"Dhoni goes charging after this nudge on the leg side, and direct hit from him would have got the batsman as they went for the quick run, lot of turn for Yuvraj on that one"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,252,1,SL,40,5,40.5,•,0,dot,Yuvraj,Kulasekara,no run,false,quicker one defended down the track
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,253,1,SL,40,6,40.6,1,1,run,Yuvraj,Kulasekara,1 run,false,"pushed out in front of point, end of Yuvraj's quota, well bowled, yet again"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,254,1,SL,41,1,41.1,1,1,run,Patel,Kulasekara,1 run,false,"bowls it on a tight length on off stump, and he pushes it back down the track, but Munaf fails to stop the ball and concedes the single"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,255,1,SL,41,2,41.2,1,1,run,Patel,Mahela Jayawardene,1 run,false,"118.4 kph slower one, played away to point, Virat scores a direct hit, but Mahela was home. Munaf is nowhere close to the stumps, he was dawdlng around in his followthrough, and they take another run as the ball ricochets"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,256,1,SL,41,3,41.3,2,2,run,Patel,Kulasekara,2 runs,false,"Yuvraj has been brilliant today, dives to his left after running a mile at long leg to keep them down to two, it was timed really well"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,257,1,SL,41,4,41.4,•,0,dot,Patel,Kulasekara,no run,false,driven solidly off the front foot but right to short extra cover
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,258,1,SL,41,5,41.5,2,2,run,Patel,Kulasekara,2 runs,false,"fuller length from Munaf again, this time he gets the drive past extra cover and wide of sweeper cover as well"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,259,1,SL,41,6,41.6,•,0,dot,Patel,Kulasekara,no run,false,"pushed out to point, it was a length ball from Munaf"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,260,1,SL,42,1,42.1,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"tossed up full on leg stump from round the wicket, flicked towards square leg"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,261,1,SL,42,2,42.2,1,1,run,Harbhajan,Kulasekara,1 run,false,"driven hard down the track, and Harbhajan does not manage to stop it"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,262,1,SL,42,3,42.3,1w,1,w,Harbhajan,Mahela Jayawardene,1 wide,false,"bowls it short and wide down the leg side, Mahela misses out even as he swivels"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,263,1,SL,42,3,42.3,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"turned in front of square off the back foot
goes over the wicket to Kula"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,264,1,SL,42,4,42.4,1,1,run,Harbhajan,Kulasekara,1 run,false,"turns in sharply from outside off, and he works it to short fine leg who is a bit slow off the blocks"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,265,1,SL,42,5,42.5,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"rolls away in the direction of short fine leg, who is not short enough as he concedes another run"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,266,1,SL,42,6,42.6,1,1,run,Harbhajan,Kulasekara,1 run,false,"more turn for Harbhajan, but ending on leg stump, and they easily take the single with a nudge towards square leg"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,267,1,SL,43,1,43.1,•,0,dot,Patel,Kulasekara,no run,false,"Kula misses the cut, Dhoni collects and immediately goes up for the catch, Munaf thinks he has got his man too, umpire Dar shakes his head, Dhoni wants another review, there seems to be no indication of an edge there, seemed like a review in hope rather than conviction, there was some sort of noise as the ball passed the bat, but that will not earn India a wicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,268,1,SL,43,2,43.2,•,0,dot,Patel,Kulasekara,no run,false,pushed back to the bowler
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,269,1,SL,43,3,43.3,1,1,run,Patel,Kulasekara,1 run,false,"126.8 kph short delivery that sits up, Kula goes for the pull, and it loops in the air but falls well short of long leg"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,270,1,SL,43,4,43.4,4,4,run,Patel,Mahela Jayawardene,FOUR runs,false,"India have been largely brilliant in the field today, but that was sloppy from Virat, Mahela drove fiercely off the front foot, and Virat let it through his hands at point as it bounced in front of him"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,271,1,SL,43,5,43.5,1,1,run,Patel,Mahela Jayawardene,1 run,false,"slower one outside off, he stays in the crease and pushes it to point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,272,1,SL,43,6,43.6,•,0,dot,Patel,Kulasekara,no run,false,"Kula began the over with a play-and-miss, and finishes it with another attempted cut, the extra bounce beats him"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,273,1,SL,44,1,44.1,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"fuller one on leg stump, flicked behind square"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,274,1,SL,44,2,44.2,2,2,run,Harbhajan,Kulasekara,2 runs,false,"pushes on the off side and they go for the run, Dhoni's throw is wayward and another overthrow is conceded"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,275,1,SL,44,3,44.3,1,1,run,Harbhajan,Kulasekara,1 run,false,"sharp turn from outside off but short in length, and they take another run backward of square leg"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,276,1,SL,44,4,44.4,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,yet another single taken in the direction of square leg
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,277,1,SL,44,5,44.5,•,0,dot,Harbhajan,Kulasekara,no run,false,"slows it down, and he goes back to dab it to short third man"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,278,1,SL,44,6,44.6,1,1,run,Harbhajan,Kulasekara,1 run,false,"pushed on the leg side and even as Dhoni charges after it, they have time to take the single, helps that the throw to Harbhajan is weak"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,279,1,SL,45,1,45.1,1,1,run,Khan,Kulasekara,1 run,false,"bangs this one in short around middle and leg, Kula pulls in the air down to deep midwicket, Mahela on strike now
Waqas: ""Murali should be next....Let him entertain with the bat for one last time!!!"""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,280,1,SL,45,2,45.2,1,1,run,Khan,Mahela Jayawardene,1 run,false,"gets on top of a 120.7 kph short delivery, and rolls his wrists over it to keep the pull down, and wide of deep midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,281,1,SL,45,3,45.3,1,1,run,Khan,Kulasekara,1 run,false,"not short enough, but Kula nevertheless slogs it away, to deep midwicket again"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,282,1,SL,45,4,45.4,1,1,run,Khan,Mahela Jayawardene,1 run,false,"Zaheer goes right in the blockhole with the yorker, Mahela digs it out in front of point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,283,1,SL,45,5,45.5,1,1,run,Khan,Kulasekara,1 run,false,"119.7 kph slower ball, and right on middle and leg, pushed down to mid on for a single
long off, fine leg and deep midwicket on the boundary"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,284,1,SL,45,6,45.6,4,4,run,Khan,Mahela Jayawardene,FOUR runs,false,"but there is no one at sweeper cover, Mahela makes room, opens the face of the bat and gets this full delivery past extra cover, nine off the over"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,285,1,SL,46,1,46.1,4,4,run,Patel,Kulasekara,FOUR runs,false,"with fine leg in the circle, Munaf bowls a short slow delivery that sits up on leg stump, Kula pulls it over that man and gets the boundary"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,286,1,SL,46,2,46.2,1,1,run,Patel,Kulasekara,1 run,false,"targets the blockhole this time, he manages to hit it wide of mid on"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,287,1,SL,46,3,46.3,4,4,run,Patel,Mahela Jayawardene,FOUR runs,false,"Mahela, elegant brilliance, makes room to a length ball, slashes in the air, third man is in the circle, and he gets it right over his head"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,288,1,SL,46,4,46.4,1,1,run,Patel,Mahela Jayawardene,1 run,false,guided towards point and Mahela takes the single
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,289,1,SL,46,5,46.5,•,0,dot,Patel,Kulasekara,no run,false,"now Kula backs away outside leg stump, but Munaf bowls a yorker and he can only dig it back to the bowler"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,290,1,SL,46,6,46.6,1,1,run,Patel,Kulasekara,1 run,false,"wants to slog this fuller one away through midwicket, but Munaf slows it down and he will get only the single"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,291,1,SL,47,1,47.1,6,6,run,Khan,Kulasekara,SIX runs,false,"Kula takes off in the Mumbai evening, gets a length ball in the slot and smashes it over deep midwicket, just stood in the crease and swung it hard"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,292,1,SL,47,2,47.2,1,1,run,Khan,Kulasekara,1 run,false,now he brings Mahela on strike with a single towards mid on
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,293,1,SL,47,3,47.3,2,2,run,Khan,Mahela Jayawardene,2 runs,false,"short one from Zaheer, Mahela goes for the pull, and gloves it over Dhoni who runs back but the ball drops just over his head, Mahela lives on"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,294,1,SL,47,4,47.4,4,4,run,Khan,Mahela Jayawardene,FOUR runs,false,"118.9 kph short one gone horribly wrong for Zaheer, width outside off, Mahela backs away outside leg, and cuts it over and in the gap between short third man and point, then jogs all the way to the non-striker's end in typical fashion"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,295,1,SL,47,5,47.5,4,4,run,Khan,Mahela Jayawardene,FOUR runs,false,"century for Mahela Jayawardene, pure class, Zaheer bowls it full, but again offers some width, Mahela tees off over mid off, what a champion, he has not done much in this tournament, but what an occasion to come good"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,296,1,SL,47,6,47.6,W,0,wicket,Khan,Mahela Jayawardene,OUT,true,"India get a wicket, but it is Kula, they tried to steal a run down the leg side, but Dhoni was spot-on with the under-arm lob
Nuwan Kulasekara run out (†Dhoni) 32 (30b 1x4 1x6 41m) SR: 106.66"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,297,1,SL,48,1,48.1,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,goes for the big slog over midwicket but gets it off the toe end of the bat
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,298,1,SL,48,2,48.2,•,0,dot,Harbhajan,Perera,no run,false,"Harbhajan offers lots of width outside off, but also bowls it quick and flat, and he misses on the cut"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,299,1,SL,48,3,48.3,1,1,run,Harbhajan,Perera,1 run,false,"smashed down to long off, Mahela on strike now"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,300,1,SL,48,4,48.4,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"fires it in on the pads, 113 kph. he slogs it to midwicket, who lobs an under-arm throw, enabling them to easily complete the single"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,301,1,SL,48,5,48.5,4,4,run,Harbhajan,Perera,FOUR runs,false,"another quicker one, this time flat, short and on the stumps, Thisara takes all those hints and lifts it over Harbhajan's head for another boundary"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,302,1,SL,48,6,48.6,1lb,1,lb,Harbhajan,Perera,1 leg bye,false,"darts this one full and in to his pads, he wanted to go over midwicket, but was beaten by the pace from Harbhajan and the ball rolls away on the off side"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,303,1,SL,49,1,49.1,1,1,run,Khan,Perera,1 run,false,"Zaheer bowls one full on the stump, and Thisara smokes it down to long off, absolutely smoked"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,304,1,SL,49,2,49.2,1,1,run,Khan,Mahela Jayawardene,1 run,false,"Zaheer follows Mahela down the leg side with a yorker, but Mahela is in such good touch that he manages to squeeze it late to short third man"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,305,1,SL,49,3,49.3,4,4,run,Khan,Perera,FOUR runs,false,"serves up a low full around off stump, and thisara makes some room, and whacks it past extra cover for another boundary, that is what you do in the batting Powerplay, take full toll of it"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,306,1,SL,49,4,49.4,4,4,run,Khan,Perera,FOUR runs,false,"that is why Kula came in ahead of Thisara, who can take off in these end overs, gets a full delivery, and launches it with a powerful swing, and the ball just beats a leaping mid on"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,307,1,SL,49,5,49.5,2,2,run,Khan,Perera,2 runs,false,"super commitment from Mahela, it was slogged wide of deep midwicket, Mahela pushed Thisara for the second, and backed up his intentions with a screaming dive to get in the crease"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,308,1,SL,49,6,49.6,6,6,run,Khan,Perera,SIX runs,false,"63 runs off the batting Powerplay, 22 off 9 for Thisara, gets a fuller delivery in his swinging zone, swivels, and hammers it over deep square leg for maximum
Sri Lanka have surged to 274, thanks to an elegantly effective century from Mahela Jayawardene. This will take lots of chasing, they have a terrific bowling attack. But the pitch has played true, these are the smallest boundaries at the Wankhede according to Ravi Shastri, and it can be done. This is also the big final, there will be pressure, lots of it, there will be a legend to tackle in Muttiah Muralitharan, and the yorkers of Lasith Malinga to deal with. Can India do it? They barely have twenty minutes to psyche themselves up. Join us for the final chase of this World Cup in some time. Nitin Sundar will take you through till the first drinks break. That will be it from me, Abhishek Purohit. I will see you all on the Chatterbox."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,309,2,IND,0,1,0.1,•,0,dot,Malinga,Sehwag,no run,false,"not a four. Short of a length outside off, Sehwag stays behind the line and punches into the covers
Two slips in place."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,310,2,IND,0,2,0.2,W,0,wicket,Malinga,Sehwag,OUT,true,"Given out lbw, and immediately reviewed. Looks like a goner on replay! Back of a length delivery on middle stump, Sehwag was rising on the toes on leg stump line as it skidded through. He was on the hop as he closed the face and looked to flick. Misses the shot. Was there an inside edge? No evidence of that. Was that high? Not really - hit him under the roll. It's hitting middle. Three reds. Superb start for Sri Lanka! Sehwag top-scored for India in the 2003 final. Fair to say, he won't be the top scorer today.
Virender Sehwag lbw b Malinga 0 (2b 0x4 0x6 2m) SR: 0
Leg gully in place.
Gambhir walks out. Sachin maintains a zen-like focus at the non-striker's end."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,311,2,IND,0,3,0.3,4,4,run,Malinga,Gambhir,FOUR runs,false,"Malinga smiles. Misfield at square leg. Fast and back of a length on leg stump, Gambhir calmly turns it away off the pads to the leg side, and the fielder at square leg dived over it.
Now, there are two men on square on the leg side. One catcher, another near the umpire."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,312,2,IND,0,4,0.4,•,0,dot,Malinga,Gambhir,no run,false,"oho, inside edge. Malinga gets one to curl in a touch from a length as Gambhir goes for a huge booming off-drive. Lucky to get some bat on it, onto the pad."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,313,2,IND,0,5,0.5,•,0,dot,Malinga,Gambhir,no run,false,"good looking shot for no run, Gambhir leans into a cover drive and gets it to race into the covers where Dilshan prowls and pounces on it,"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,314,2,IND,0,6,0.6,•,0,dot,Malinga,Gambhir,no run,false,"the bouncer. It was a-coming with this field in place. Gambhir tries to ride the bounce, but is not entirely over it as he fends to the leg side.
Growler: 'Interesting stats. The team batting 2nd has only won 2 of 8 finals. The highest 2nd innings total in a final is 274 (Aus v. WI in 1975 off 60 overs). Aus lost. Statistically not looking good for India"""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,315,2,IND,1,1,1.1,1,1,run,Kulasekara,Tendulkar,1 run,false,"The master is away. Back of a length on off stump, he stands tall and guides backward of point. Another master fields it running square from third man. Sachin v Murali could decide the 2011 World Cup. Or not."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,316,2,IND,1,2,1.2,•,0,dot,Kulasekara,Gambhir,no run,false,"hmm, Gambhir is dealing in inside edges for now. Kula gets one to come in seemingly innocuously from a length around off stump as Gambhir presses into a drive. Edged to the leg wide."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,317,2,IND,1,3,1.3,1lb,1,lb,Kulasekara,Gambhir,1 leg bye,false,"again a touch of inward nip, Gambhir looks to glance but can't get bat on it. Leg bye to the leg side."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,318,2,IND,1,4,1.4,•,0,dot,Kulasekara,Tendulkar,no run,false,"angling into the pads, Sachin flicks firmly but straight to midwicket. Quick throw hits the stumps at the bowler's end, but Gambhir is back in."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,319,2,IND,1,5,1.5,3,3,run,Kulasekara,Tendulkar,3 runs,false,"early signs, but Sachin's looking good. Short of a length on off stump, Sachin is decisively back as he punches into the covers. Dilshan tags it well and saves a run."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,320,2,IND,1,6,1.6,1,1,run,Kulasekara,Gambhir,1 run,false,"over-pitched outside off, driven without much timing wide of mid off for a single
Taking a review against him would be an Aleem Dare.
Ammar: ""There should be no review system when Aleem Dar is umpiring, Taking a review against Dar decision is just time wasting."""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,321,2,IND,2,1,2.1,•,0,dot,Malinga,Gambhir,no run,false,Gambhir's bat gets straighter this time as he looks to force a defensive stroke down the track. Played back to Malinga
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,322,2,IND,2,2,2.2,1,1,run,Malinga,Gambhir,1 run,false,"144 kph and again, not there for the drive outside off. Gambhir pushes firmly to mid off and pinches a single
There's a first slip and a widish third slip. And gully and short point, apart from covers."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,323,2,IND,2,3,2.3,•,0,dot,Malinga,Tendulkar,no run,false,"short of a length outside off, Sachin leans out for the on-the-up drive but ends up checking the shot."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,324,2,IND,2,4,2.4,•,0,dot,Malinga,Tendulkar,no run,false,"Malinga's hitting the bat hard here. 145 kph and not there to drive, Sachin meets it on the back foot and it pings off the blade with a loud thud for a defensive shot"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,325,2,IND,2,5,2.5,2,2,run,Malinga,Tendulkar,2 runs,false,"the patent Sachin flick off the back foot, with an almost indiscernible turn of the wrists. Nicely finds the gap at midwicket and Murali fields after chasing."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,326,2,IND,2,6,2.6,2,2,run,Malinga,Tendulkar,2 runs,false,"top shot from Sachin. Superb adjustment. 145 kph and short of a length outside off, Sachin knows there are some 100 fielders on the off side, so moves across waits and opens the face to ease the steer between cover and point. The outfield seems to have slowed a bit, and he picks up a couple."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,327,2,IND,3,1,3.1,1,1,run,Kulasekara,Gambhir,1 run,false,"full length ball on off stump, he quietly pushes to mid off for one"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,328,2,IND,3,2,3.2,2,2,run,Kulasekara,Tendulkar,2 runs,false,"Sachin threads the covers again. Dextrous. Kula sends down the legcutter on off stump and Sachin sees it nipping away, he waits and opens the face to get two more between cover and point.
Eswar: ""This is Sachin's highest score in CWC finals! Go! Go! Go!"" Ha!"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,329,2,IND,3,3,3.3,4,4,run,Kulasekara,Tendulkar,FOUR runs,false,"oh boy. We have seen some delightful shots today, and looks like we aren't done. Any doubts over who makes Sachin's bat? Just look at that replay for he shows the full face for a full couple of seconds. Short of a length on middle and off, Sachin leans out and meets it on top of the bounce and powers it past Kula."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,330,2,IND,3,4,3.4,•,0,dot,Kulasekara,Tendulkar,no run,false,"Kapu has saved a four at point. Sachin climbs into an on-the-up square drive and times it well, but Kapu pulls it down with a dive."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,331,2,IND,3,5,3.5,4,4,run,Kulasekara,Tendulkar,FOUR runs,false,"another corker from Sachin. The first really loose ball of the night, just short enough and wide enough outside off for Sachin to pounce on with the cut. Enough to beat point moving to his left and third man to his right."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,332,2,IND,3,6,3.6,•,0,dot,Kulasekara,Tendulkar,no run,false,"Kula bends one in from back of a length, Sachin waits and forces to the off side"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,333,2,IND,4,1,4.1,•,0,dot,Malinga,Gambhir,no run,false,fullish ball but slanting across Gambhir who moves across well to steer towards point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,334,2,IND,4,2,4.2,•,0,dot,Malinga,Gambhir,no run,false,"144 kph on middle and leg, Malinga's release means the ball invariably always nips in towards the left hander's pads. Gambhir flicks viciously, but finds square leg."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,335,2,IND,4,3,4.3,•,0,dot,Malinga,Gambhir,no run,false,"another one short of driving length, 140 kph and angling across Gambhir who eases into a steer towards the covers"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,336,2,IND,4,4,4.4,•,0,dot,Malinga,Gambhir,no run,false,"the sucker ball, 140 kph, full and aimed at the pads, Gambhir is late on the on drive and doesn't time it too well. Straight to mid on"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,337,2,IND,4,5,4.5,1,1,run,Malinga,Gambhir,1 run,false,"whoa, what happened there? It's clocked at 136 kph but seemed to come on very slowly at Gambhir who went for an on-drive with hard hands. It loops up menacingly but lands safe at short midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,338,2,IND,4,6,4.6,•,0,dot,Malinga,Tendulkar,no run,false,"that's the first time Sachin's been beaten tonight. And he's beaten by pace. Short of a length at 140 kph, and hinting at going away from outside off as Sachin looks to jump across and square drive. It's through him by the time he plays the shot."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,339,2,IND,5,1,5.1,•,0,dot,Perera,Gambhir,no run,false,starts with a lively offcutter on middle and going away from Gambhir who dabs into the off side
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,340,2,IND,5,2,5.2,•,0,dot,Perera,Gambhir,no run,false,"nicely played but superbly fielded. Short of a length offcutter on leg and middle, Gambhir flicks nicely backward of square leg but Randiv has it covered. He's a really good fielder."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,341,2,IND,5,3,5.3,•,0,dot,Perera,Gambhir,no run,false,"another dot ball, no room or length for Gambhir who stays back on leg stump and tries to force into the off side. Can't get it past cover point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,342,2,IND,5,4,5.4,•,0,dot,Perera,Gambhir,no run,false,"and again, slightly fuller but not there for the drive and Gambhir gets across to check-drive into the off side"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,343,2,IND,5,5,5.5,4,4,run,Perera,Gambhir,FOUR runs,false,"oho, Gambhir takes a chance and it pays off. He walks down the track and looks to carve over the off side, and times it really well. But it is in the air, and Kapu at point takes off to his left, but he can't get a hand to it."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,344,2,IND,5,6,5.6,•,0,dot,Perera,Gambhir,no run,false,"stays in the crease to the last ball and times the backfoot punch well, but straight to cover"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,345,2,IND,6,1,6.1,W,0,wicket,Malinga,Tendulkar,OUT,true,"The ball that silenced a billion. Most of Wankhede is silent. Some of it is very noisy, and has Sri Lankan flags waving away in a frenzy. Sachin's World Cup is over. No 100th 100 today. Malinga gets another over, another go at a wicket, and he responds with a wicket. It's that patent back of a length ball outside off and as always, Malinga got it to go away. Sachin tried the same shot, last ball of the previoius Malinga over, trotting across and looking for the steer through the off side. This time he edged it, and though it was dying on Sanga, he wasn't going to put it down. He dives to the right and comes up with the biggest wicket of the World Cup.
Sachin Tendulkar c †Sangakkara b Malinga 18 (14b 2x4 0x6 21m) SR: 128.57
Mumbai as one, stands and applauds Tendulkar. Rajnikanth, Mrs. Ambani, everyone..
Kohli walks into the cauldron."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,346,2,IND,6,2,6.2,•,0,dot,Malinga,Kohli,no run,false,"bouncer first up, pacy and fizzy as it goes past him, and he ducks under."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,347,2,IND,6,3,6.3,•,0,dot,Malinga,Kohli,no run,false,"Kohli gets behind the line and opens the face as he defends into the off side.
Malinga has not given anything to drive today. He'll make a very poor car salesman."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,348,2,IND,6,4,6.4,1w,1,w,Malinga,Kohli,1 wide,false,"another one short of a length and going away at good pace. Too wide though, and this time called."
